ID,source,question,procedure,answer
314,MINTQA-POP,"Read the following context: [""Piedmont located in the administrative territorial entity Kansas, Piedmont located in or next to body of water Ticino, Piedmont country Italian, Piedmont shares border with Valais, Piedmont located in the administrative territorial entity Wayne County, Piedmont located in the administrative territorial entity Italy, Piedmont shares border with Emilia-Romagna, Piedmont country Canadians, Piedmont instance of ghost town, Piedmont located in the administrative territorial entity Clallam County, Piedmont shares border with Ticino, Piedmont located in the administrative territorial entity Piedmont, Piedmont located in the administrative territorial entity Augusta County, Piedmont language used Piedmontese, Piedmont shares border with Provence-Alpes-C?te d'Azur, Piedmont shares border with Swiss, Piedmont located in the administrative territorial entity United, Piedmont shares border with Sicily, Piedmont located in the administrative territorial entity Mineral County, Piedmont shares border with Lombardy, Piedmont country Italy, Piedmont shares border with Oakland, Piedmont language used Occitan, Piedmont country A, Piedmont subclass of plateau, Piedmont located in the administrative territorial entity Georgia, Piedmont operator Amtrak, Piedmont located in the administrative territorial entity Alabama, Piedmont located in the administrative territorial entity Alameda County, Piedmont instance of province, Piedmont country United States of America, Piedmont instance of census-designated place in the United States, Piedmont instance of physiographic province, Piedmont located in the administrative territorial entity Les Pays-d'en-Haut, Piedmont located in the administrative territorial entity North Carolina, Piedmont shares border with Savoie, Piedmont located in the administrative territorial entity Mineral County, Piedmont located in the administrative territorial entity Nova Scotia, Piedmont shares border with Aosta Valley, Piedmont country Tur, Piedmont located in the administrative territorial entity Canadian County, Piedmont legislative body Regional Council of Piedmont, Piedmont country Lake Italy, Piedmont located in the administrative territorial entity Virginia, Piedmont shares border with Vienne, Piedmont located in the administrative territorial entity Calhoun County, Piedmont capital Turin, Piedmont highest point Viso""] Now please respond: What is the capital of Piedmont?","[['Piedmont', 'capital', 'Turin']]",Turin
315,MINTQA-POP,"Read the following context: ['Haryana country Punjab, Haryana cast member Ashlesha Sawant, Haryana cast member Maharakshak Aryan, Haryana language used Haryanvi, Haryana shares border with Punjab, Haryana legislative body Haryana Legislative Assembly, Haryana instance of union territory of India, Haryana part of North India, Haryana legislative body legislative assembly, Haryana located in the administrative territorial entity Hisar district, Haryana shares border with Delhi, Haryana shares border with Uttar Pradesh, Haryana shares border with Punjab, Haryana shares border with Chand, Haryana located in the administrative territorial entity Punjab, Haryana genre romantic comedy, Haryana part of National Capital Region, Haryana shares border with Chandigarh, Haryana located in the administrative territorial entity Pakistan, Haryana country Rajasthan, Haryana sport cricket, Haryana shares border with Assam, Haryana shares border with Jammu and Kashmir, Haryana capital Chandigarh, Haryana country India, Haryana instance of State, Haryana head of government Manohar Lal Khattar, Haryana shares border with Himachal Pradesh, Haryana capital Rohtak, Haryana sport Board of Control for Cricket in India, Haryana shares border with Rajasthan, Haryana located in the administrative territorial entity Rajasthan, Haryana capital Gurgaon, Haryana shares border with Gujarat, Haryana shares border with Uttarakhand, Haryana shares border with Punjab, Haryana shares border with Haryana, Haryana located in the administrative territorial entity India, Haryana office held by head of government list of governors of Haryana, Haryana capital Faridabad, Haryana cast member Monica Sharma'] Now please respond: Which country does Haryana belong to?","[['Haryana', 'country', 'India']]",India
316,MINTQA-POP,"Read the following context: ['Pre?ov Region shares border with Lesser Poland Voivodeship, Pre?ov Region capital Pre?ov, Pre?ov Region country Slovakia, Pre?ov Region inception 1996, Pre?ov Region capital Poprad'] Now please respond: Which country is the Pre?ov Region located in?","[['Pre?ov Region', 'country', 'Slovakia']]",Slovakia
317,MINTQA-POP,"Read the following context: ['Northern Rivers country Australia, Northern Rivers located in the administrative territorial entity New South Wales, Northern Rivers instance of electoral unit, Northern Rivers located in the administrative territorial entity Western Australia'] Now please respond: In which country is Northern Rivers located?","[['Northern Rivers', 'country', 'Australia']]",Australia
318,MINTQA-POP,"Read the following context: ['tight end sport Arizona State Sun Devils football, tight end sport college football, tight end sport Michigan Wolverines football, tight end sport LSU Tigers football, tight end sport Oklahoma State Cowboys football, tight end sport Notre Dame Fighting Irish football, tight end sport Arkansas Razorbacks football, tight end sport Auburn Tigers football, tight end sport Missouri Tigers football, tight end sport Wisconsin Badgers football, tight end sport Syracuse Orange football, tight end sport football codes, tight end sport Miami Hurricanes football, tight end sport Tennessee Volunteers football, tight end sport gridiron football, tight end sport Minnesota Golden Gophers football, tight end sport Florida State Seminoles football, tight end member of National Football League, tight end sport American football, tight end sport BYU Cougars football, tight end sport Virginia Tech Hokies football, tight end sport Georgia Bulldogs football, tight end sport California Golden Bears football, tight end instance of formation, tight end sport Kentucky Wildcats football, tight end sport Virginia Cavaliers football, tight end sport Chicago Bears, tight end sport Washington football'] Now please respond: In which sport is the tight end position played?","[['tight end', 'sport', 'American football']]",American football
319,MINTQA-POP,"Read the following context: ['1900 Summer Olympics point in time Paris, 1900 Summer Olympics followed by 1904 Summer Olympics, 1900 Summer Olympics location Paris Paris, 1900 Summer Olympics part of Exposition Universelle of 1900, 1900 Summer Olympics location Tuileries Garden, 1900 Summer Olympics location Paris, 1900 Summer Olympics sport croquet, 1900 Summer Olympics sport watercraft rowing, 1900 Summer Olympics director Nicole Védrès, 1900 Summer Olympics location Meulan-en-Yvelines, 1900 Summer Olympics country French, 1900 Summer Olympics location France, 1900 Summer Olympics point in time 1900, 1900 Summer Olympics publication date 1947, 1900 Summer Olympics location Le Havre, 1900 Summer Olympics country France, 1900 Summer Olympics point in time 1900 Summer Olympics, 1900 Summer Olympics followed by 1908 Summer Olympics, 1900 Summer Olympics followed by 1906 Intercalated Games, 1900 Summer Olympics located in the administrative territorial entity Paris'] Now please respond: Which country hosted the 1900 Summer Olympics?","[['1900 Summer Olympics', 'country', 'France']]",France
320,MINTQA-POP,"Read the following context: ['Sanaa located in the administrative territorial entity Sanaa Governorate, Sanaa country Yemen, Sanaa manufacturer Bollinger Shipyards, Sanaa capital of Kingdom of Aksum, Sanaa located in the administrative territorial entity Sanaa'] Now please respond: Which country is Sanaa located in?","[['Sanaa', 'country', 'Yemen']]",Yemen
321,MINTQA-POP,"Read the following context: [""Queensland language used Biri, Queensland located in the administrative territorial entity Victoria, Queensland country Netball Australia, Queensland located in the administrative territorial entity Ben Hill County, Queensland office held by head of government premier, Queensland language used Lardil, Queensland shares border with South Australia, Queensland shares border with Western Australia, Queensland language used Pakanha, Queensland located in or next to body of water Gympie, Queensland language used Bidjara, Queensland sport rugby league, Queensland country United States of America, Queensland shares border with Australia, Queensland instance of census-designated place in the United States, Queensland sport cricket, Queensland legislative body Legislative Assembly of Queensland, Queensland instance of State, Queensland country Victoria, Queensland legislative body Parliament of Queensland, Queensland located in the administrative territorial entity Australia, Queensland capital Mackay, Queensland sport netball, Queensland located in the administrative territorial entity Queensland, Queensland sport Australian rules football, Queensland director John Ruane, Queensland located in or next to body of water Coral Sea, Queensland shares border with Victoria, Queensland publication date 1976, Queensland capital Brisbane, Queensland capital Toowoomba, Queensland located in the administrative territorial entity Federation of Australia, Queensland home venue Gabba, Queensland shares border with Papua, Queensland language used Githabul, Queensland inception 1859, Queensland located in the administrative territorial entity Prince George's County, Queensland country Australia, Queensland language used Taribelang, Queensland language used Paman, Queensland language used Karingbal, Queensland capital Townsville, Queensland instance of state or territory of Australia, Queensland sport rugby union, Queensland language used Yalarnnga, Queensland league Sheffield Shield, Queensland capital Cairns, Queensland owned by Football Australia, Queensland cast member John Flaus, Queensland shares border with New South Wales, Queensland authority Queensland Government, Queensland language used Waanyi, Queensland legislative body legislative assembly, Queensland language used Biri, Queensland office held by head of government Governor of Queensland, Queensland language used Mbara, Queensland authority Brisbane City Council, Queensland language used Maikudunu, Queensland located in the administrative territorial entity Alberta, Queensland office held by head of government Premier of Queensland, Queensland language used Wik-Mungkan people, Queensland located in or next to body of water Gulf of Carpentaria, Queensland shares border with Northern Territory""] Now please respond: Which country is Queensland a part of?","[['Queensland', 'country', 'Australia']]",Australia
322,MINTQA-POP,"Read the following context: ['Hamilton Tiger-Cats sport Canadian football, Hamilton Tiger-Cats sport American football, Hamilton Tiger-Cats home venue Tim Hortons Field, Hamilton Tiger-Cats league Canadian Football League, Hamilton Tiger-Cats headquarters location Hamilton, Hamilton Tiger-Cats sport Canadian Football League, Hamilton Tiger-Cats part of Eastern Division, Hamilton Tiger-Cats inception 1950, Hamilton Tiger-Cats home venue Maple Leaf Gardens, Hamilton Tiger-Cats sport Canadians, Hamilton Tiger-Cats sport football codes, Hamilton Tiger-Cats league National Football League, Hamilton Tiger-Cats participant in Grey Cup, Hamilton Tiger-Cats home venue Ivor Wynne Stadium, Hamilton Tiger-Cats league Canadian Rugby Union'] Now please respond: In which league do the Hamilton Tiger-Cats play?","[['Hamilton Tiger-Cats', 'league', 'Canadian Football League']]",Canadian Football League
323,MINTQA-POP,"Read the following context: ['Detroit Red Wings part of Central Division, Detroit Red Wings headquarters location Detroit, Detroit Red Wings part of Norris Division, Detroit Red Wings sport hockey, Detroit Red Wings home venue Little Caesars Arena, Detroit Red Wings part of Eastern Conference, Detroit Red Wings sport National, Detroit Red Wings sport ice hockey, Detroit Red Wings part of Atlantic Division, Detroit Red Wings participant in playoffs, Detroit Red Wings sport National Hockey League, Detroit Red Wings league National Hockey League, Detroit Red Wings inception 1926'] Now please respond: In which league do the Detroit Red Wings play?","[['Detroit Red Wings', 'league', 'National Hockey League']]",National Hockey League
324,MINTQA-POP,"Read the following context: ['Washington Capitals sport National, Washington Capitals sport ice hockey, Washington Capitals award received Stanley Cup, Washington Capitals sport National Hockey League, Washington Capitals home venue Capital One Arena, Washington Capitals league National Hockey League, Washington Capitals league National league, Washington Capitals headquarters location Washington, D.C., Washington Capitals inception 1974, Washington Capitals part of Eastern Conference, Washington Capitals part of Metropolitan Division, Washington Capitals owned by Ted Leonsis'] Now please respond: Which league do the Washington Capitals play in?","[['Washington Capitals', 'league', 'National Hockey League']]",National Hockey League
325,MINTQA-POP,"Read the following context: [""New York Knicks home venue Madison Square Garden, New York Knicks headquarters location New York City, New York Knicks headquarters location Manhattan, New York Knicks league Basketball Association of America, New York Knicks league National Basketball League, New York Knicks sport National, New York Knicks inception 1966, New York Knicks sport basketball, New York Knicks sport National Basketball Association, New York Knicks sport Virginia Cavaliers men's basketball, New York Knicks league National Basketball Association""] Now please respond: In which league do the New York Knicks play?","[['New York Knicks', 'league', 'National Basketball Association']]",National Basketball Association
326,MINTQA-POP,"Read the following context: ['wide receiver performer Michael Henderson, wide receiver sport North Carolina Tar Heels football, wide receiver sport Oregon Ducks football, wide receiver sport gridiron football, wide receiver sport Duke Blue Devils football, wide receiver sport Florida State Seminoles football, wide receiver publication date 1980, wide receiver sport American football, wide receiver sport Georgia Bulldogs football, wide receiver sport Oklahoma Sooners football, wide receiver sport Texas Tech Red Raiders football, wide receiver sport Pittsburgh Panthers football, wide receiver sport Texas Longhorns football, wide receiver sport Western Michigan Broncos football, wide receiver sport Virginia Cavaliers football, wide receiver sport Oregon State Beavers football, wide receiver sport Kentucky Wildcats football, wide receiver sport South Carolina Gamecocks football, wide receiver sport NC State Wolfpack football, wide receiver sport Utah Utes football, wide receiver sport Illinois Fighting Illini football, wide receiver sport Chicago Bears, wide receiver sport USC Trojans football, wide receiver sport Toledo Rockets football, wide receiver sport American, wide receiver sport Baylor Bears football, wide receiver sport Arizona State Sun Devils football, wide receiver instance of Eligible receiver, wide receiver sport Michigan Wolverines football, wide receiver sport Vanderbilt Commodores football, wide receiver sport LSU Tigers football, wide receiver sport Ohio State Buckeyes football, wide receiver sport Notre Dame Fighting Irish football, wide receiver sport Washington Huskies football, wide receiver sport Oklahoma State Cowboys football, wide receiver sport Arkansas Razorbacks football, wide receiver sport Appalachian State Mountaineers football, wide receiver sport Boise State Broncos football, wide receiver member of National Football League, wide receiver sport Auburn Tigers football, wide receiver sport TCU Horned Frogs football, wide receiver sport Ole Miss Rebels football, wide receiver sport Alabama Crimson Tide football, wide receiver sport Arizona Wildcats football, wide receiver sport Penn State Nittany Lions football, wide receiver sport Florida Gators football, wide receiver sport American ethnicity, wide receiver record label Buddah Records, wide receiver sport Syracuse Orange football, wide receiver sport Louisiana Tech Bulldogs football, wide receiver sport football codes, wide receiver sport West Virginia Mountaineers football, wide receiver sport Tennessee Volunteers football, wide receiver sport Northwestern State Demons football'] Now please respond: Which sport features the position of wide receiver?","[['wide receiver', 'sport', 'American football']]",American football
327,MINTQA-POP,"Read the following context: ['Maharashtra shares border with Rajasthan, Maharashtra shares border with Andhra Pradesh, Maharashtra head of government Devendra Fadnavis, Maharashtra shares border with Chhattisgarh, Maharashtra shares border with Punjab, Maharashtra language used Marathi, Maharashtra shares border with Gujarat, Maharashtra shares border with Karnataka, Maharashtra located in the administrative territorial entity India, Maharashtra instance of toponymy, Maharashtra replaces Hyderabad State, Maharashtra shares border with West Bengal, Maharashtra office held by head of government Chief Minister of Maharashtra, Maharashtra inception 1960, Maharashtra capital Mumbai, Maharashtra ethnic group Marathi people, Maharashtra language used Marathi, Maharashtra country India, Maharashtra shares border with Uttar Pradesh, Maharashtra replaces Madhya Pradesh, Maharashtra capital Nagpur, Maharashtra shares border with Kerala, Maharashtra office held by head of government chief minister, Maharashtra shares border with Tamil Nadu, Maharashtra legislative body Maharashtra Legislative Assembly, Maharashtra shares border with Dadra and Nagar Haveli and Daman and Diu, Maharashtra shares border with Goa, Maharashtra country Union of India, Maharashtra language used Naiki, Maharashtra located in or next to body of water Arabian Sea, Maharashtra language used Konkani languages, Maharashtra replaces Bombay State, Maharashtra shares border with Madhya Pradesh, Maharashtra language used Kolava, Maharashtra shares border with Telangana, Maharashtra instance of State, Maharashtra legislative body Maharashtra Legislature, Maharashtra part of South India'] Now please respond: In which country is Maharashtra located?","[['Maharashtra', 'country', 'India']]",India
328,MINTQA-POP,"Read the following context: ['West Pomeranian Voivodeship highest point Rusinowo, West Pomeranian Voivodeship country Prussian Partition, West Pomeranian Voivodeship country SZ, West Pomeranian Voivodeship country Szczecin, West Pomeranian Voivodeship located in the administrative territorial entity Poland, West Pomeranian Voivodeship capital Szczecin, West Pomeranian Voivodeship country Poland'] Now please respond: What is the capital of the West Pomeranian Voivodeship?","[['West Pomeranian Voivodeship', 'capital', 'Szczecin']]",Szczecin
329,MINTQA-POP,"Read the following context: ['Pudukkottai district located in the administrative territorial entity Tamil Nadu, Pudukkottai district capital Pudukkottai, Pudukkottai district located in the administrative territorial entity Tamil Nadu Pradesh Congress Committee, Pudukkottai district country India'] Now please respond: Which country is the Pudukkottai district located in?","[['Pudukkottai district', 'country', 'India']]",India
330,MINTQA-POP,"Read the following context: ['1924 Summer Olympics location Paris, 1924 Summer Olympics followed by 1928 Summer Olympics, 1924 Summer Olympics sport Boxer, 1924 Summer Olympics location Meulan-en-Yvelines, 1924 Summer Olympics sport lightweight, 1924 Summer Olympics sport rugby union, 1924 Summer Olympics followed by 1928 Olympics, 1924 Summer Olympics point in time 1924, 1924 Summer Olympics location Le Havre, 1924 Summer Olympics sport swimming, 1924 Summer Olympics country France, 1924 Summer Olympics instance of Summer Olympic Games, 1924 Summer Olympics point in time 1924 Summer Olympics, 1924 Summer Olympics located in the administrative territorial entity Paris, 1924 Summer Olympics number of participants 24, 1924 Summer Olympics point in time 1928 Summer Olympics, 1924 Summer Olympics instance of 1924 Summer Olympics, 1924 Summer Olympics followed by 1932 Summer Olympics'] Now please respond: In which country were the 1924 Summer Olympics held?","[['1924 Summer Olympics', 'country', 'France']]",France
331,MINTQA-POP,"Read the following context: ['Wehrmacht conflict World War I, Wehrmacht country Nazi Germany, Wehrmacht country German, Wehrmacht country German Standard German, Wehrmacht country history of Germans in Russia and the Soviet Union, Wehrmacht head of state Adolf Hitler, Wehrmacht follows Reichswehr, Wehrmacht country Germany, Wehrmacht conflict Operation Barbarossa, Wehrmacht country German Democratic Republic, Wehrmacht conflict Eastern Front, Wehrmacht participant in World War II, Wehrmacht political ideology Nazism, Wehrmacht country Berlin German, Wehrmacht conflict World War II, Wehrmacht followed by Bundeswehr'] Now please respond: In which conflict did the Wehrmacht participate?","[['Wehrmacht', 'conflict', 'World War II']]",World War II
332,MINTQA-POP,"Read the following context: ['Western Ghats located in the administrative territorial entity Kerala, Western Ghats highest point Mullayanagiri, Western Ghats located in the administrative territorial entity Tamil Nadu, Western Ghats shares border with Eastern Ghats, Western Ghats instance of mountain range, Western Ghats located in the administrative territorial entity Goa, Western Ghats located in or next to body of water Arabian Sea, Western Ghats country Kerala, Western Ghats country Sri Lanka, Western Ghats highest point Pushpagiri, Western Ghats located in the administrative territorial entity Andhra Pradesh, Western Ghats mountain range Western Ghats, Western Ghats located in the administrative territorial entity India, Western Ghats located in the administrative territorial entity Gujarat, Western Ghats located in the administrative territorial entity Karnataka, Western Ghats instance of Peak, Western Ghats heritage designation World Heritage Site, Western Ghats located in the administrative territorial entity Maharashtra, Western Ghats country India'] Now please respond: In which country are the Western Ghats located?","[['Western Ghats', 'country', 'India']]",India
333,MINTQA-POP,"Read the following context: ['1928 Summer Olympics country Netherlands, 1928 Summer Olympics location Olympic stadium, 1928 Summer Olympics sport football player, 1928 Summer Olympics sport swimming, 1928 Summer Olympics instance of Summer Olympic Games, 1928 Summer Olympics location Amsterdam, 1928 Summer Olympics point in time 1928, 1928 Summer Olympics followed by 1932 Summer Olympics, 1928 Summer Olympics sport swimming'] Now please respond: In which country were the 1928 Summer Olympics held?","[['1928 Summer Olympics', 'country', 'Netherlands']]",Netherlands
334,MINTQA-POP,"Read the following context: [""C?tes-d'Armor located in the administrative territorial entity Brittany, C?tes-d'Armor shares border with Ille-et-Vilaine, C?tes-d'Armor shares border with Morbihan, C?tes-d'Armor country French, C?tes-d'Armor country French of France, C?tes-d'Armor shares border with Loire-Atlantique, C?tes-d'Armor country France, C?tes-d'Armor capital Saint-Brieuc, C?tes-d'Armor instance of Department, C?tes-d'Armor performer Kevin Max""] Now please respond: In which country is C?tes-d'Armor located?","[[""C?tes-d'Armor"", 'country', 'France']]",France
335,MINTQA-POP,"Read the following context: ['National Football League inception 1920, National Football League sport gridiron football, National Football League publisher LJN, National Football League organizer Guyana Football Federation, National Football League publication date 1979, National Football League country United States of America, National Football League sport American football, National Football League country Singapore, National Football League platform Nintendo Entertainment System, National Football League organizer Montserrat Football Association, National Football League country Suriname, National Football League number of participants 16, National Football League developer BlueSky Software, National Football League sport association football, National Football League organizer Gaelic Athletic Association, National Football League publisher Epyx, National Football League inception 1922, National Football League country Niger, National Football League country South Africa, National Football League owner of Hammond Pros, National Football League developer Atlus, National Football League inception 1936, National Football League country American, National Football League number of participants 32, National Football League sport American Football Conference, National Football League sport National Football League, National Football League number of participants 14, National Football League organizer Mauritius Football Association, National Football League sport football player, National Football League sport placekicker, National Football League publication date 1992, National Football League sport Chicago Bears, National Football League sport north'] Now please respond: What sport is played in the National Football League?","[['National Football League', 'sport', 'American football']]",American football
336,MINTQA-POP,"Read the following context: ['2003 Summer Universiade point in time 2003, 2003 Summer Universiade location Daegu Stadium, 2003 Summer Universiade point in time Jeju, 2003 Summer Universiade location Daegu, 2003 Summer Universiade country South Korea'] Now please respond: Where was the location of the 2003 Summer Universiade?","[['2003 Summer Universiade', 'location', 'Daegu']]",Daegu
337,MINTQA-POP,"Read the following context: ['2005 Summer Universiade point in time 2005 Turkish Grand Prix, 2005 Summer Universiade point in time 2005, 2005 Summer Universiade location Istanbul, 2005 Summer Universiade location ?zmir Atatürk Stadium, 2005 Summer Universiade location Kar??yaka, 2005 Summer Universiade located in the administrative territorial entity ?zmir, 2005 Summer Universiade point in time 2005 Summer Universiade, 2005 Summer Universiade country Turkey, 2005 Summer Universiade location ?zmir'] Now please respond: Where was the 2005 Summer Universiade held?","[['2005 Summer Universiade', 'location', '?zmir']]",?zmir
338,MINTQA-POP,"Read the following context: ['Svidník District country Slovakia, Svidník District located in the administrative territorial entity Pre?ov Region'] Now please respond: Which country is the Svidník District located in?","[['Svidník District', 'country', 'Slovakia']]",Slovakia
339,MINTQA-POP,"Read the following context: ['Alabama located in or next to body of water Gulf of Mexico, Alabama country U-S-A!, Alabama located in or next to body of water Chattahoochee River, Alabama sport American football, Alabama part of Southeastern United States, Alabama legislative body Alabama Legislature, Alabama shares border with Louisiana, Alabama genre Bluegrass, Alabama member of Southeastern Conference, Alabama inception 1911, Alabama legislative body legislature of a constituent state, Alabama part of Live at Birdland, Alabama shares border with Michigan, Alabama country American ethnicity, Alabama point in time 2000, Alabama genre progressive rock, Alabama inception 1969, Alabama record label RCA Records Nashville, Alabama capital Montgomery, Alabama located in the administrative territorial entity United States of America, Alabama sport college football, Alabama shares border with Georgia, Alabama shares border with Oklahoma, Alabama capital The Reptile Room, Alabama instance of schooner, Alabama shares border with Georgia, Georgia, Alabama operator United States Navy, Alabama instance of U.S. state, Alabama located in the administrative territorial entity Alabama, Alabama record label Mercury Records, Alabama member of National Football League, Alabama publication date 1963, Alabama record label RCA Records, Alabama time period Middle Miocene, Alabama country United States of America, Alabama office held by head of government list of governors of Alabama, Alabama contains Clarke, Alabama shares border with Tennessee, Alabama instance of legislature of a constituent state, Alabama subclass of Muskogean, Alabama genre country music, Alabama composer John Coltrane, Alabama instance of State, Alabama head of government Kay Ivey, Alabama located in the administrative territorial entity Union, Alabama service entry 1926, Alabama genre country, Alabama country American, Alabama capital Huntsville, Alabama location of formation Fort Payne, Alabama shares border with Virginia, Alabama continent North America, Alabama shares border with Florida, Alabama shares border with Missouri, Alabama located in or next to body of water Atlantic Ocean, Alabama highest point Cheaha Mountain, Alabama located in the administrative territorial entity Gloucester, Alabama shares border with Mississippi, Alabama shares border with Kentucky, Alabama shares border with Arkansas, Alabama legislative body Alabama Senate, Alabama shares border with South Carolina, Alabama legislative body Alabama House of Representatives, Alabama located in the administrative territorial entity American ethnicity'] Now please respond: Which country is Alabama located in?","[['Alabama', 'country', 'United States of America']]",United States of America
340,MINTQA-POP,"Read the following context: ['San Francisco Giants inception 1883, San Francisco Giants sport baseball, San Francisco Giants home venue Oracle Park, San Francisco Giants part of west, San Francisco Giants home venue Candlestick Park, San Francisco Giants sport Major League, San Francisco Giants point in time 2014, San Francisco Giants sport Major, San Francisco Giants located in the administrative territorial entity San Francisco, San Francisco Giants point in time 2010, San Francisco Giants league Major League, San Francisco Giants point in time 1989, San Francisco Giants home venue Seals Stadium, San Francisco Giants member of National league, San Francisco Giants part of Western Division, San Francisco Giants part of National League West, San Francisco Giants member of National Football League, San Francisco Giants sport Major League Baseball, San Francisco Giants league Major League Baseball, San Francisco Giants headquarters location San Francisco, San Francisco Giants point in time 1962, San Francisco Giants league National league'] Now please respond: In which league do the San Francisco Giants play?","[['San Francisco Giants', 'league', 'Major League Baseball']]",Major League Baseball
341,MINTQA-POP,"Read the following context: ['Port Jackson located in the administrative territorial entity Australia, Port Jackson located in the administrative territorial entity Nova Scotia, Port Jackson located in the administrative territorial entity Sydney, Port Jackson part of Tasman Sea, Port Jackson country Australian Broadcasting Corporation, Port Jackson country United States of America, Port Jackson country New Zealand, Port Jackson located in the administrative territorial entity New South Wales, Port Jackson inception 1991, Port Jackson tributary Sydney River, Port Jackson tributary Parramatta River, Port Jackson instance of penal colony, Port Jackson country Canada, Port Jackson country Australia, Port Jackson tributary Cooks River, Port Jackson length 10, Port Jackson inception 1788, Port Jackson instance of electoral unit, Port Jackson tributary Lane Cove River, Port Jackson located in the administrative territorial entity Illinois, Port Jackson located in the administrative territorial entity Tasman Sea'] Now please respond: Which country is Port Jackson located in?","[['Port Jackson', 'country', 'Australia']]",Australia
342,MINTQA-POP,"Read the following context: ['Madhya Pradesh shares border with Uttar Pradesh, Madhya Pradesh legislative body legislative assembly, Madhya Pradesh legislative body Madhya Pradesh Legislative Assembly, Madhya Pradesh shares border with Madhya Bharat, Madhya Pradesh office held by head of government Chief Minister of Madhya Pradesh, Madhya Pradesh head of government Shivraj Singh Chauhan, Madhya Pradesh country history of the Republic of India, Madhya Pradesh language used Braj Bhasha, Madhya Pradesh legislative body Vidhan Sabha, Madhya Pradesh country Rewa District, Madhya Pradesh sport cricket, Madhya Pradesh shares border with Assam, Madhya Pradesh country India, Madhya Pradesh shares border with Jammu and Kashmir, Madhya Pradesh instance of State, Madhya Pradesh shares border with Rajasthan, Madhya Pradesh sport Board of Control for Cricket in India, Madhya Pradesh head of government Digvijaya Singh, Madhya Pradesh shares border with Chhattisgarh, Madhya Pradesh contains Jabalpur, Madhya Pradesh shares border with Gujarat, Madhya Pradesh located in the administrative territorial entity India, Madhya Pradesh shares border with Jharkhand, Madhya Pradesh head of government Mohan Yadav, Madhya Pradesh inception 1956, Madhya Pradesh replaces Bhopal, Madhya Pradesh part of Central India, Madhya Pradesh language used Kanjari, Madhya Pradesh capital Bhopal, Madhya Pradesh shares border with Bihar, Madhya Pradesh language used Gondi, Madhya Pradesh shares border with Maharashtra, Madhya Pradesh shares border with Odisha'] Now please respond: Which country is Madhya Pradesh a part of?","[['Madhya Pradesh', 'country', 'India']]",India
343,MINTQA-POP,"Read the following context: ['Inner West located in the administrative territorial entity Sydney, Inner West country Australia, Inner West located in the administrative territorial entity New South Wales'] Now please respond: What country is Inner West located in?","[['Inner West', 'country', 'Australia']]",Australia
344,MINTQA-POP,"Read the following context: ['Connecticut head of government Ned Lamont, Connecticut shares border with New Hampshire, Connecticut shares border with Rhode Island, Connecticut country New York Journal-American, Connecticut shares border with Quebec, Connecticut part of Northeast Region, Connecticut located in or next to body of water Atlantic Ocean, Connecticut shares border with New Jersey, Connecticut shares border with Pennsylvania, Connecticut located in the administrative territorial entity American ethnicity, Connecticut instance of U.S. state, Connecticut legislative body Connecticut General Assembly, Connecticut country United States of America, Connecticut capital Hartford, Connecticut sport American football, Connecticut office held by head of government governor, Connecticut instance of State, Connecticut head of government Marcus H. Holcomb, Connecticut legislative body general assembly, Connecticut legislative body legislature of a constituent state, Connecticut shares border with New York, New York, Connecticut shares border with Delaware, Connecticut shares border with Vermont, Connecticut part of New England, Connecticut shares border with United States of America, Connecticut capital New Haven, Connecticut inception 1903, Connecticut shares border with Westchester County, Connecticut country U-S-A!, Connecticut shares border with New York, Connecticut located in or next to body of water Long Island Sound, Connecticut located in or next to body of water Connecticut River, Connecticut located in the administrative territorial entity American, Connecticut capital Bridgeport, Connecticut inception 1663, Connecticut country American ethnicity, Connecticut shares border with Massachusetts'] Now please respond: Which country is Connecticut a part of?","[['Connecticut', 'country', 'United States of America']]",United States of America
345,MINTQA-POP,"Read the following context: ['Charente-Maritime country France, Charente-Maritime located in the administrative territorial entity Poitou-Charentes, Charente-Maritime instance of department, Charente-Maritime instance of department of France, Charente-Maritime shares border with Gironde, Charente-Maritime located in the administrative territorial entity New Aquitaine, Charente-Maritime located in or next to body of water Atlantic Ocean, Charente-Maritime instance of New Aquitaine, Charente-Maritime instance of Department, Charente-Maritime capital La Rochelle, Charente-Maritime shares border with Vendée'] Now please respond: In which country is Charente-Maritime located?","[['Charente-Maritime', 'country', 'France']]",France
346,MINTQA-POP,"Read the following context: ['New Aquitaine country France, New Aquitaine shares border with Gironde, New Aquitaine instance of regional council, New Aquitaine located in the administrative territorial entity Metropolitan France, New Aquitaine capital Poitiers, New Aquitaine instance of region of France, New Aquitaine instance of France, New Aquitaine instance of geographic region, New Aquitaine country French, New Aquitaine instance of administrative territorial entity'] Now please respond: Which country is New Aquitaine located in?","[['New Aquitaine', 'country', 'France']]",France
347,MINTQA-POP,"Read the following context: [""2001 Summer Universiade location Beijing, 2001 Summer Universiade instance of multi-sport event, 2001 Summer Universiade point in time 2001, 2001 Summer Universiade country People's Republic of China""] Now please respond: Where was the 2001 Summer Universiade held?","[['2001 Summer Universiade', 'location', 'Beijing']]",Beijing
348,MINTQA-POP,"Read the following context: ['Isère country France, Isère located in the administrative territorial entity Savoy'] Now please respond: In which country is Isère located?","[['Isère', 'country', 'France']]",France
